_fila_extraida,Nro Inscripción,Período,Operador,Bandera,Fecha de baja,CUIT,Tipo Negocio,Dirección,Localidad,Provincia,Producto,Canal de Comercialización,Precio sin impuestos,Precio con impuestos,Volumen,Precio surtidor,NO Movimientos,Excentos,Impuesto Combustible Líquidos,Impuesto Dióxido Carbono,Tasa Vial,tasa Municipal,Ingresos Brutos,Iva,Fondo fiduciario GNC
83884,4653,2025/04,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,900.19,1334.00,84.00,1334.00,NO,0,224.97,13.78,0,0,0,195.06,0
83885,4653,2025/04,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Gas Oil Grado 2,Al público,890.20,1388.00,47.90,1388.00,NO,0,255.73,29.16,0,0,0,212.91,0
83981,2951,2025/04,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Gas Oil Grado 2,Al público,917.81,1323.00,103.02,1323.00,NO,0,144.72,16.49,0,0,0,243.98,0
83982,2951,2025/04,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,840.48,1274.00,221.76,1274.00,NO,0,197.98,12.13,0,0,0,223.42,0
83983,2951,2025/04,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1058.52,1550.00,24.53,1550.00,NO,0,197.98,12.13,0,0,0,281.38,0
83984,2951,2025/04,ROQUE LINO PENZO Y CIA S.R.L.,YPF,,30-66986964-5,Bocas de expendio (venta por menor) Combustibles Líquidos + PRVE,SAN MARTIN N 1000,SANTA LUCIA,CORRIENTES,Gas Oil Grado 3,Al público,1132.76,1593.00,70.33,1593.00,NO,0,142.84,16.28,0,0,0,301.12,0
84570,563,2025/04,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,GNC,Al público,577.69,699.00,89727.20,699.00,NO,0,0,0,0,0,0,121.31,10.93
84571,563,2025/04,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,888.51,1283.94,217.26,1287.00,NO,0,197.97,12.12,0,0,0,186.59,0
84577,563,2025/04,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1086.36,1523.30,119.16,1545.00,NO,0,197.97,12.12,0,0,0,228.14,0
84578,563,2025/04,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Gas Oil Grado 2,Al público,926.81,1308.91,274.64,1309.00,NO,0,144.72,16.49,0,0,0,194.63,0
84579,563,2025/04,SANTA BARBARA SA,YPF,,30-64767888-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,Gas Oil Grado 3,Al público,1131.41,1525.85,225.49,1527.00,NO,0,140.81,16.05,0,0,0,237.60,0
85827,6644,2025/04,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Gas Oil Grado 3,Al público,1121.45,1513.29,291.61,1513.00,NO,0,140.33,15.99,0,0,0,235.51,0
85828,6644,2025/04,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Gas Oil Grado 2,Al público,936.53,1294.31,873.66,1296.00,NO,0,144.62,16.48,0,0,0,196.67,0
85832,6644,2025/04,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,879.82,1274.15,247.93,1274.00,NO,0,197.48,12.10,0,0,0,184.76,0
85833,6644,2025/04,SUCATA S.A.,YPF,,30-70827063-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),"RUTA PROVINCIAL Nº 10 0,7",SAN LORENZO,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1088.94,1527.14,106.45,1527.00,NO,0,197.42,12.09,0,0,0,228.68,0
85906,1907,2025/04,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1107.35,1550.00,46.30,1550.00,NO,0,197.98,12.13,0,0,0,232.54,0
85907,1907,2025/04,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,879.25,1274.00,174.73,1274.00,NO,0,197.98,12.13,0,0,0,184.64,0
85908,1907,2025/04,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Gas Oil Grado 2,Al público,960.16,1323.00,70.67,1323.00,NO,0,144.72,16.49,0,0,0,201.63,0
85909,1907,2025/04,SUCESORES DE OVIDIO JUAN DEGREGORIO S.H,YPF,,30-67017935-0,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV.AVALOS 1001,RESISTENCIA,CHACO,Gas Oil Grado 3,Al público,1180.07,1587.00,61.66,1587.00,NO,0,142.84,16.28,0,0,0,247.81,0
87563,723,2025/05,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,GNC,Al público,387.74,509.00,79901.00,509.00,NO,0,0,0,5.04,0,0,81.42,9.89
87564,723,2025/05,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Gas Oil Grado 3,Al público,1080.08,1381.89,39.39,1383.00,NO,0,255.74,29.16,14.03,0,0,226.81,0
87565,723,2025/05,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1123.62,1441.47,79.55,1442.00,NO,0,224.97,13.78,14.60,0,0,235.96,0
87566,723,2025/05,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Nafta (común) hasta 92 Ron,Al público,955.23,1230.64,197.28,1231.00,NO,0,224.97,13.78,12.41,0,0,200.60,0
87567,723,2025/05,AGLP SA,YPF,,30-70715847-2,Bocas de expendio (venta por menor) Duales (líquidos + GNC),BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,Gas Oil Grado 2,Al público,944.46,1205.69,53.19,1207.00,NO,0,156.45,17.83,12.26,0,0,198.33,0
90171,9641,2025/05,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Gas Oil Grado 3,Al público,1225.54,1634.41,15.96,1629.00,NO,0,156.45,17.83,0,0,0,257.36,0
90172,9641,2025/05,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Nafta (común) hasta 92 Ron,Al público,931.33,1326.91,32.32,1319.00,NO,0,224.97,13.78,0,0,0,195.57,0
90173,9641,2025/05,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1168.12,1613.43,3.72,1595.00,NO,0,224.97,13.78,0,0,0,245.30,0
90174,9641,2025/05,"BORDAQUEVICH, HUGO JOSE",AXION,,20-18054580-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA 2 Y AV. REP. ARGENTINA (LOTE RURAL 065 E INMOBILIARIA 4176),CONCEPCION DE LA SIERRA,MISIONES,Gas Oil Grado 2,Al público,1030.59,1398.51,50.49,1389.00,NO,0,156.45,17.83,0,0,0,216.42,0
90426,104,2025/05,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Gas Oil Grado 2,Al público,1034.30,1367.00,14.88,1367.00,NO,0,146.92,16.75,0,0,0,169.04,0
90427,104,2025/05,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Gas Oil Grado 3,Al público,1237.96,1597.00,65.24,1597.00,NO,0,146.70,16.72,0,0,0,195.63,0
90428,104,2025/05,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Nafta (premium) de más de 95 Ron,Al público,1172.77,1566.00,88.05,1566.00,NO,0,197.98,12.13,0,0,0,183.13,0
90429,104,2025/05,CALCAGNO RICARDO OMAR Y CALCAGNO RICARDO JAVIER SOC. HECHO,SHELL C.A.P.S.A.,,33-70812864-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,AV. 25 DE MAYO 280,RESISTENCIA,CHACO,Nafta (súper) entre 92 y 95 Ron,Al público,958.31,1323.00,175.80,1323.00,NO,0,197.98,12.13,0,0,0,154.59,0
92034,683,2025/05,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,923.99,1328.13,104.54,1326.00,NO,0,197.98,12.13,0,0,0,158.19,0
92035,683,2025/05,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Gas Oil Grado 2,Al público,1008.50,1382.06,8.89,1378.00,NO,0,145.22,16.55,0,0,0,174.50,0
92036,683,2025/05,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1129.69,1577.03,32.49,1566.00,NO,0,197.98,12.13,0,0,0,188.06,0
92037,683,2025/05,CONSTRUCTORA EDIFICAR SA,SHELL C.A.P.S.A.,,30-65765065-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,Gas Oil Grado 3,Al público,1194.06,1606.58,13.95,1594.00,NO,0,145.22,16.55,0,0,0,200.67,0
92541,475,2025/05,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,880.22,1210.74,240.26,1210.74,NO,0,224.97,13.78,15,0,1210.74,184.85,0
92542,475,2025/05,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,1054.56,1421.72,78.91,1421.72,NO,0,224.97,13.78,20,0,1421.72,221.46,0
92543,475,2025/05,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Gas Oil Grado 3,Al público,1042.18,1363.42,37.63,1363.42,NO,0,156.45,17.83,20,0,1363.42,218.18,0
92544,475,2025/05,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,Gas Oil Grado 2,Al público,891.75,1184.90,34.18,1184.90,NO,0,255.74,29.16,15,0,1184.90,187.27,0
92545,475,2025/05,CUBA SA,YPF,,30-68389938-7,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AV. PTE PERON 2282,VILLA DE MAYO,BUENOS AIRES,GNC,Al público,470.25,569.00,118229.00,569.00,NO,0,0,0,0,0,0,98.75,0
93212,2298,2025/05,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,GNC,Al público,701.65,849.00,139000.00,849.00,NO,0,0,0,0,0,0,147.35,0
93213,2298,2025/05,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Nafta (común) hasta 92 Ron,Al público,851.05,1267.51,291.31,1270.00,NO,0,178.72,13.78,0,0,0,178.72,0
93214,2298,2025/05,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1033.42,1460.54,83.80,1462.00,NO,0,197.98,12.13,0,0,0,217.02,0
93215,2298,2025/05,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Gas Oil Grado 3,Al público,1034.71,1408.85,109.26,1411.00,NO,0,140.81,16.05,0,0,0,217.29,0
93216,2298,2025/05,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Kerosene,Al público,846.37,1309.00,2.87,1309.00,NO,0,255.74,29.16,0,0,0,177.74,0
93217,2298,2025/05,D.G.B. S.R.L.,YPF,,30-70728425-7,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,ITUZAINGO Y DEAN FUNES,VILLA DOLORES,CORDOBA,Gas Oil Grado 2,Al público,919.12,1273.34,116.69,1276.00,NO,0,144.72,16.49,0,0,0,193.01,0
93478,3978,2025/05,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Gas Oil Grado 2,Al público,920.61,1285.35,42.43,1283.00,NO,0,144.71,16.49,0,0,9.21,193.32,0
93479,3978,2025/05,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Nafta (premium) de más de 95 Ron,Al público,1053.63,1495.54,3.67,1490.00,NO,0,197.97,12.13,0,0,10.54,221.26,0
93480,3978,2025/05,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Nafta (súper) entre 92 y 95 Ron,Al público,852.73,1250.43,45.56,1249.00,NO,0,197.97,12.13,0,0,8.53,179.07,0
93481,3978,2025/05,DON ROBERTO SA,BLANCA,18/2022/08,30-70895265-2,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,"RUTA NACIONAL N: 12, KM. 1052",SAN COSME,CORRIENTES,Gas Oil Grado 3,Al público,1090.26,1491.33,9.63,1490.00,NO,0,144.71,16.49,0,0,10.90,228.95,0
95262,1036,2025/05,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Kerosene,Al público,1004.22,1500.00,4.54,1500.00,NO,0,255.74,13.09,16.07,0,0,210.89,0
95263,1036,2025/05,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1020.65,1461.45,171.39,1481.00,NO,0,197.98,12.13,16.33,0,0,214.35,0
95264,1036,2025/05,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,861.84,1266.75,318.09,1283.00,NO,0,197.98,12.14,13.79,0,0,181.01,0
95265,1036,2025/05,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 3,Al público,1028.85,1418.64,128.64,1438.00,NO,1,141.17,16.15,16.46,0,0,215.99,0
95266,1036,2025/05,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,Gas Oil Grado 2,Al público,901.48,1266.43,44.82,1284.00,NO,0,144.72,16.51,14.42,0,0,189.31,0
95267,1036,2025/05,ESTACION EL SURTIDOR S.R.L.,YPF,,30-51932822-0,Bocas de expendio (venta por menor) Duales (líquidos + GNC),CORDOBA 4098,ROSARIO,SANTA FE,GNC,Al público,528.22,659.00,85828.50,659.00,NO,0,0,0,8.45,0,0,5976.09,11.40
99409,719,2025/05,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Kerosene,Al público,844.30,1217.00,1.44,1217.00,NO,0,255.74,29.16,21.11,9.69,35.65,177.30,0
99410,719,2025/05,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,GNC,Al público,410.28,514.90,87272.00,514.90,NO,0,0,0,14.46,9.69,14.36,86.16,10.82
99411,719,2025/05,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Nafta (premium) de más de 95 Ron,Al público,989.71,1466.00,45.59,1466.00,NO,0,224.97,13.78,29.69,9.69,43.00,207.84,0
99412,719,2025/05,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Nafta (súper) entre 92 y 95 Ron,Al público,813.15,1243.00,178.32,1243.00,NO,0,224.97,13.78,20.33,9.69,36.82,170.76,0
99413,719,2025/05,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Gas Oil Grado 3,Al público,990.05,1397.00,35.89,1397.00,NO,0,156.45,17.83,24.75,9.69,40.75,207.91,0
99414,719,2025/05,LIBEROIL SRL,YPF,,30-67791118-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),av. eva peron 3750,MERLO,BUENOS AIRES,Gas Oil Grado 2,Al público,844.30,1217.00,54.59,1217.00,NO,0,156.45,17.83,21.11,9.69,35.65,177.30,0
100502,8252,2025/05,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Nafta (premium) de más de 95 Ron,Al público,1043.54,1472.78,48.58,1462.00,NO,0,197.98,12.13,0,0,0,217.27,0
100507,8252,2025/05,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Kerosene,Al público,830.37,1289.65,4.50,1270.00,NO,0,255.74,29.16,0,0,0,170.97,0
100508,8252,2025/05,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Gas Oil Grado 3,Al público,1043.83,1419.89,121.63,1411.00,NO,0,140.81,16.05,0,0,0,217.66,0
100509,8252,2025/05,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Gas Oil Grado 2,Al público,934.58,1292.05,208.69,1276.00,NO,0,144.72,16.49,0,0,0,193.48,0
100510,8252,2025/05,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,GNC,Al público,619.84,750.00,60736.00,750.00,NO,0,0,0,0,0,0,130.17,0
100512,8252,2025/05,MARIJO S.A.,YPF,,30-69854828-9,Bocas de expendio (venta por menor) Duales (líquidos + GNC),AYACUCHO 3285,RIO CUARTO,CORDOBA,Nafta (súper) entre 92 y 95 Ron,Al público,878.94,1273.62,137.87,1270.00,NO,0,197.98,12.13,0,0,0,183.94,0
103406,10979,2025/05,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Gas Oil Grado 3,Al público,1078.28,1479.00,27.39,1479.00,NO,0,156.45,17.83,0,7.55,26.96,226.44,0
103407,10979,2025/05,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1101.65,1533.00,4.69,1533.00,NO,0,188.45,11.54,0,7.71,27.54,231.35,0
103408,10979,2025/05,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Gas Oil Grado 2,Al público,923.48,1289.00,184.87,1289.00,NO,0,154.10,17.48,0,6.46,23.09,193.93,0
103409,10979,2025/05,PEREZ HERMANOS S.R.L.,DAPSA S.A.,,30-71621033-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,RUTA NACIONAL 14 KM1052 0,SAN PEDRO,MISIONES,Nafta (súper) entre 92 y 95 Ron,Al público,883.38,1279.00,105.07,1279.00,NO,0,197.98,12.13,0,6.18,22.08,185.51,0
104466,7672,2025/05,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Gas Oil Grado 3,Al público,1103.22,1492.23,20.60,1470.00,NO,0,140.96,16.07,0,0,0,231.68,0
104467,7672,2025/05,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Nafta (premium) de más de 95 Ron,Al público,1046.82,1476.75,8.55,1463.00,NO,0,197.98,12.13,0,0,0,219.83,0
104468,7672,2025/05,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Nafta (súper) entre 92 y 95 Ron,Al público,876.50,1270.68,58.16,1268.00,NO,0,197.98,12.13,0,0,0,184.06,0
104469,7672,2025/05,POSTA 16 S.R.L.,GULF,,30-71092757-6,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,FORMOSA 949,ROLDAN,SANTA FE,Gas Oil Grado 2,Al público,957.82,1320.16,106.26,1313.00,NO,0,144.72,16.50,0,0,0,201.14,0
104693,189,2025/05,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Gas Oil Grado 2,Al público,1022.83,1397.79,39.67,1399.00,NO,0,143.78,16.39,0,0,0,62016.00,0
104697,189,2025/05,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Nafta (premium) de más de 95 Ron,Al público,1128.98,1576.17,18.42,1571.00,NO,0,197.98,12.13,0,0,0,9919.39,0
104698,189,2025/05,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Gas Oil Grado 3,Al público,1195.31,1606.49,24.55,1599.00,NO,0,143.78,16.39,0,0,0,6645.85,0
104699,189,2025/05,PUERTA SA,AXION,,30-59299051-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,Avenida Quaranta 4150,POSADAS,MISIONES,Nafta (súper) entre 92 y 95 Ron,Al público,878.51,1273.10,119.40,1274.00,NO,0,197.98,12.13,0,0,0,26641.40,0
105705,4653,2025/05,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Gas Oil Grado 2,Al público,983.45,1367.00,39.00,1367.00,NO,0,156.45,17.83,0,0,0,209.27,0
105706,4653,2025/05,"ROGER, HUGO DANIEL",SHELL C.A.P.S.A.,,20-16232054-9,Bocas de expendio (venta por menor) Combustibles líquidos únicamente,MONZON Y L.COBELLO 95,VILLA ANGELA,CHACO,Gas Oil Grado 3,Al público,1062.92,1597.00,6.00,1597.00,NO,0,255.73,29.16,0,0,0,249.19,0
