fila_extraida,operador,periodo,producto,volumen_original,precio_original,motivo
149889,SAN MIGUEL S.R.L.,2025/07,Nafta (súper) entre 92 y 95 Ron,157.30,1.43,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
171525,SAN MIGUEL S.R.L.,2025/08,Gas Oil Grado 3,88.23,1.78,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
193305,SAN MIGUEL S.R.L.,2025/09,Gas Oil Grado 2,39012.00,1615.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
193307,SAN MIGUEL S.R.L.,2025/09,Nafta (premium) de más de 95 Ron,90100.00,1859.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
193308,SAN MIGUEL S.R.L.,2025/09,Nafta (súper) entre 92 y 95 Ron,150400.00,1579.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
193309,SAN MIGUEL S.R.L.,2025/09,Gas Oil Grado 3,69300.00,1813.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
215048,SAN MIGUEL S.R.L.,2025/10,Gas Oil Grado 3,72250.00,1855.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
215049,SAN MIGUEL S.R.L.,2025/10,Gas Oil Grado 2,40077.00,1648.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
215050,SAN MIGUEL S.R.L.,2025/10,Nafta (súper) entre 92 y 95 Ron,168600.00,1595.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
215051,SAN MIGUEL S.R.L.,2025/10,Nafta (premium) de más de 95 Ron,91925.00,1887.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
236772,SAN MIGUEL S.R.L.,2025/11,Nafta (premium) de más de 95 Ron,86.33,2.03,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
236774,SAN MIGUEL S.R.L.,2025/11,Gas Oil Grado 2,38020.00,1791.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
236775,SAN MIGUEL S.R.L.,2025/11,Gas Oil Grado 3,65.99,1.99,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
236776,SAN MIGUEL S.R.L.,2025/11,Nafta (súper) entre 92 y 95 Ron,159.84,1.75,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
258449,SAN MIGUEL S.R.L.,2025/12,Nafta (súper) entre 92 y 95 Ron,166586.00,1779.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
258450,SAN MIGUEL S.R.L.,2025/12,Nafta (premium) de más de 95 Ron,91000.00,2049.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
258451,SAN MIGUEL S.R.L.,2025/12,Gas Oil Grado 2,38511.00,1814.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
258452,SAN MIGUEL S.R.L.,2025/12,Gas Oil Grado 3,66000.00,2.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
258452,SAN MIGUEL S.R.L.,2025/12,Gas Oil Grado 3,66000.00,2.00,"Precio promedio fuera del intervalo de selección 100-5000 ARS por unidad. Umbral didáctico, no prueba de error."
20942,TRECONT  S.A.,2025/01,Gas Oil Grado 2,135503.00,1237.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
20943,TRECONT  S.A.,2025/01,Nafta (premium) de más de 95 Ron,140855.00,1466.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
20944,TRECONT  S.A.,2025/01,Nafta (súper) entre 92 y 95 Ron,323735.00,1222.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
20946,TRECONT  S.A.,2025/01,Gas Oil Grado 3,249251.00,1444.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
42750,TRECONT  S.A.,2025/02,Nafta (premium) de más de 95 Ron,116309.00,1496.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
42751,TRECONT  S.A.,2025/02,Gas Oil Grado 3,199888.00,1473.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
42752,TRECONT  S.A.,2025/02,Nafta (súper) entre 92 y 95 Ron,266015.00,1247.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
42753,TRECONT  S.A.,2025/02,Gas Oil Grado 2,120719.00,1262.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
64605,TRECONT  S.A.,2025/03,Gas Oil Grado 2,128190.00,1286.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
64606,TRECONT  S.A.,2025/03,Gas Oil Grado 3,211590.00,1501.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
64607,TRECONT  S.A.,2025/03,Nafta (súper) entre 92 y 95 Ron,263324.00,1271.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
64608,TRECONT  S.A.,2025/03,Nafta (premium) de más de 95 Ron,119123.00,1525.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
86388,TRECONT  S.A.,2025/04,Nafta (súper) entre 92 y 95 Ron,254360.00,1293.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
86389,TRECONT  S.A.,2025/04,Gas Oil Grado 2,138030.00,1309.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
86390,TRECONT  S.A.,2025/04,Gas Oil Grado 3,206419.00,1527.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
86392,TRECONT  S.A.,2025/04,Nafta (premium) de más de 95 Ron,108027.00,1552.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
108225,TRECONT  S.A.,2025/05,Gas Oil Grado 2,151033.00,1276.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
108226,TRECONT  S.A.,2025/05,Gas Oil Grado 3,225909.00,1411.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
108228,TRECONT  S.A.,2025/05,Nafta (premium) de más de 95 Ron,113569.00,1462.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
108229,TRECONT  S.A.,2025/05,Nafta (súper) entre 92 y 95 Ron,250926.00,1270.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
129986,TRECONT  S.A.,2025/06,Nafta (súper) entre 92 y 95 Ron,240905.00,1284.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
129987,TRECONT  S.A.,2025/06,Nafta (premium) de más de 95 Ron,107004.00,1479.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
129988,TRECONT  S.A.,2025/06,Gas Oil Grado 3,226240.00,1427.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
129990,TRECONT  S.A.,2025/06,Gas Oil Grado 2,138482.00,1291.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
173388,TRECONT  S.A.,2025/08,Nafta (súper) entre 92 y 95 Ron,120001.00,1439.32,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
173389,TRECONT  S.A.,2025/08,Gas Oil Grado 3,225535.00,1601.12,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
173390,TRECONT  S.A.,2025/08,Gas Oil Grado 2,134671.00,1447.31,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
173391,TRECONT  S.A.,2025/08,Nafta (premium) de más de 95 Ron,250955.00,1659.32,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
195186,TRECONT  S.A.,2025/09,Gas Oil Grado 2,145458.00,1519.67,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
195187,TRECONT  S.A.,2025/09,Nafta (premium) de más de 95 Ron,108719.00,1728.42,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
195188,TRECONT  S.A.,2025/09,Nafta (súper) entre 92 y 95 Ron,240332.00,1510.08,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
195189,TRECONT  S.A.,2025/09,Gas Oil Grado 3,225034.00,1671.50,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
216912,TRECONT  S.A.,2025/10,Nafta (súper) entre 92 y 95 Ron,232906.00,1566.10,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
216913,TRECONT  S.A.,2025/10,Nafta (premium) de más de 95 Ron,107488.00,1788.55,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
216914,TRECONT  S.A.,2025/10,Gas Oil Grado 3,196370.00,1723.60,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
216915,TRECONT  S.A.,2025/10,Gas Oil Grado 2,126182.00,1578.77,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
238640,TRECONT  S.A.,2025/11,Gas Oil Grado 2,121611.00,1610.88,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
238641,TRECONT  S.A.,2025/11,Nafta (premium) de más de 95 Ron,103599.00,1866.20,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
238642,TRECONT  S.A.,2025/11,Gas Oil Grado 3,182873.00,1847.95,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
238643,TRECONT  S.A.,2025/11,Nafta (súper) entre 92 y 95 Ron,226623.00,1648.43,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
260318,TRECONT  S.A.,2025/12,Gas Oil Grado 2,115623.00,1778.15,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
260319,TRECONT  S.A.,2025/12,Gas Oil Grado 3,207987.00,1904.84,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
260321,TRECONT  S.A.,2025/12,Nafta (premium) de más de 95 Ron,122634.00,1911.75,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
260322,TRECONT  S.A.,2025/12,Nafta (súper) entre 92 y 95 Ron,268931.00,1687.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
21346,VESCAP SRL,2025/01,Gas Oil Grado 2,187654.00,1235.92,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
21347,VESCAP SRL,2025/01,Gas Oil Grado 3,119949.00,1443.04,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
21348,VESCAP SRL,2025/01,Nafta (premium) de más de 95 Ron,98346.20,1457.76,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
21349,VESCAP SRL,2025/01,Nafta (común) hasta 92 Ron,286621.00,1214.97,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
43152,VESCAP SRL,2025/02,Gas Oil Grado 2,180321.00,1261.74,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
43154,VESCAP SRL,2025/02,Nafta (súper) entre 92 y 95 Ron,286772.00,1240.93,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
43155,VESCAP SRL,2025/02,Gas Oil Grado 3,111056.00,1472.95,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
43156,VESCAP SRL,2025/02,Nafta (premium) de más de 95 Ron,99331.00,1488.90,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
65008,VESCAP SRL,2025/03,Gas Oil Grado 3,123773.00,1501.36,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
65010,VESCAP SRL,2025/03,Gas Oil Grado 2,209294.00,1286.63,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
65011,VESCAP SRL,2025/03,Nafta (súper) entre 92 y 95 Ron,317322.00,1265.16,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
65012,VESCAP SRL,2025/03,Nafta (premium) de más de 95 Ron,109069.00,1518.24,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
195584,VESCAP SRL,2025/09,Gas Oil Grado 2,314856.00,1478.17,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
195585,VESCAP SRL,2025/09,Nafta (premium) de más de 95 Ron,144840.00,1685.59,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
195586,VESCAP SRL,2025/09,Gas Oil Grado 3,245285.00,1632.99,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
195588,VESCAP SRL,2025/09,Nafta (súper) entre 92 y 95 Ron,359339.00,1463.96,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
217304,VESCAP SRL,2025/10,Gas Oil Grado 3,255766.00,1692.36,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
217305,VESCAP SRL,2025/10,Nafta (premium) de más de 95 Ron,153901.00,1748.57,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
217306,VESCAP SRL,2025/10,Nafta (súper) entre 92 y 95 Ron,381944.00,1513.89,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
217307,VESCAP SRL,2025/10,Gas Oil Grado 2,340302.00,1528.31,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
239034,VESCAP SRL,2025/11,Gas Oil Grado 2,302634.00,1638.23,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
239035,VESCAP SRL,2025/11,Gas Oil Grado 3,222464.00,1766.85,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
239036,VESCAP SRL,2025/11,Nafta (premium) de más de 95 Ron,146032.00,1817.41,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
239038,VESCAP SRL,2025/11,Nafta (súper) entre 92 y 95 Ron,362258.00,1589.10,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
260714,VESCAP SRL,2025/12,Gas Oil Grado 3,246643.00,1857.65,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
260715,VESCAP SRL,2025/12,Nafta (premium) de más de 95 Ron,149689.00,1856.89,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
260716,VESCAP SRL,2025/12,Gas Oil Grado 2,269381.00,1748.43,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
260717,VESCAP SRL,2025/12,Nafta (súper) entre 92 y 95 Ron,370547.00,1646.00,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
65588,59 SA,2025/04,Gas Oil Grado 2,9446.10,1303.07,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
217907,7 Y 511 S.A.,2025/11,Gas Oil Grado 3,11290.00,1757.36,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
496,AGROSERVICIO ROKE DE ROGELIO H. DIDOMENICO Y EDGARDO F. TORRES SOCIEDAD SIMPLE,2025/01,Gas Oil Grado 3,9000.00,1183.83,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
498,AGROSERVICIO ROKE DE ROGELIO H. DIDOMENICO Y EDGARDO F. TORRES SOCIEDAD SIMPLE,2025/01,Nafta (súper) entre 92 y 95 Ron,9200.00,990.90,"Volumen líquido mayor a 5000 m3 por producto y mes: posible escala o carga; pendiente de revisión, no se corrige."
